,pid,title,abstract
1691,2q54x2b0,Targeting interferon response genes sensitizes aromatase inhibitor resistant breast cancer cells to estrogen-induced cell death,": Estrogen deprivation using aromatase inhibitors (AIs) is currently the standard of care for postmenopausal women with hormone receptor-positive breast cancer. Unfortunately, the majority of patients treated with AIs eventually develop resistance, inevitably resulting in patient relapse and, ultimately, death. The mechanism by which resistance occurs is still not completely known, however, recent studies suggest that impaired/defective interferon signaling might play a role. In the present study, we assessed the functional role of IFITM1 and PLSCR1; two well-known interferon response genes in AI resistance. METHODS: Real-time PCR and Western blot analyses were used to assess mRNA and protein levels of IFITM1, PLSCR1, STAT1, STAT2, and IRF-7 in AI-resistant MCF-7:5C breast cancer cells and AI-sensitive MCF-7 and T47D cells. Immunohistochemistry (IHC) staining was performed on tissue microarrays consisting of normal breast tissues, primary breast tumors, and AI-resistant recurrence tumors. Enzyme-linked immunosorbent assay was used to quantitate intracellular IFNα level. Neutralizing antibody was used to block type 1 interferon receptor IFNAR1 signaling. Small interference RNA (siRNA) was used to knockdown IFITM1, PLSCR1, STAT1, STAT2, IRF-7, and IFNα expression. RESULTS: We found that IFITM1 and PLSCR1 were constitutively overexpressed in AI-resistant MCF-7:5C breast cancer cells and AI-resistant tumors and that siRNA knockdown of IFITM1 significantly inhibited the ability of the resistant cells to proliferate, migrate, and invade. Interestingly, suppression of IFITM1 significantly enhanced estradiol-induced cell death in AI-resistant MCF-7:5C cells and markedly increased expression of p21, Bax, and Noxa in these cells. Significantly elevated level of IFNα was detected in AI-resistant MCF-7:5C cells compared to parental MCF-7 cells and suppression of IFNα dramatically reduced IFITM1, PLSCR1, p-STAT1, and p-STAT2 expression in the resistant cells. Lastly, neutralizing antibody against IFNAR1/2 and knockdown of STAT1/STAT2 completely suppressed IFITM1, PLSCR1, p-STAT1, and p-STAT2 expression in the resistant cells, thus confirming the involvement of the canonical IFNα signaling pathway in driving the overexpression of IFITM1 and other interferon-stimulated genes (ISGs) in the resistant cells. CONCLUSION: Overall, these results demonstrate that constitutive overexpression of ISGs enhances the progression of AI-resistant breast cancer and that suppression of IFITM1 and other ISGs sensitizes AI-resistant cells to estrogen-induced cell death. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (doi:10.1186/s13058-014-0506-7) contains supplementary material, which is available to authorized users."
1693,y3lpwzxn,Arg(972) Insulin receptor substrate-1 is associated with decreased serum angiotensin-converting enzyme 2 levels in acute myocardial infarction patients: in vivo and in vitro evidence,": Activation of the renin-angiotensin system (RAS) plays a critical role in the pathophysiology of myocardial infarction (MI) and the development of heart failure. Both angiotensin-converting enzyme 2 (ACE2) and insulin/insulin receptor substrate-1 (IRS-1) show cardioprotective effects after acute MI. The Arg(972) IRS-1 polymorphism is associated with diminished activity of insulin. In the present study, we explored the association among Arg(972) IRS-1, acute MI, and serum levels of ACE2. METHODS: A total of 711 subjects, including 351 subjects with first-time acute MI and 360 subjects without a history of MI were genotyped for Arg(972) IRS-1 polymorphism. Serum levels of ACE2 and MI severity scores were determined. Primary human cardiomyocytes with overexpression of wild type IRS-1 or Arg(972) IRS-1 or knockdown of endogenous IRS-1 were exposed to normoxia and hypoxia, and the expression levels of ACE2 were determined. RESULTS: The serum ACE2 level was significantly increased in acute MI patients compared with that of non-MI controls. Compared with wild type IRS-1 carriers, Arg(972) IRS-1 carriers exhibited decreased serum ACE2 levels and increased MI severity scores after MI. Our in vitro data demonstrate that impairment of insulin/IRS-1/PI3K signaling by overexpression of Arg(972)-IRS-1, knockdown of endogenous IRS-1, or PI3K inhibitor can abolish hypoxia-induced IRS-1-associated PI3K activity and ACE2 expression in human cardiomyocytes, which suggests a causal relationship between Arg(972)-IRS-1 and decreased serum ACE2 levels in acute MI patients. Our in vitro data also indicate that insulin/IRS-1/PI3K signaling is required for ACE2 expression in cardiomyocytes, and that hypoxia can enhance the induction effect of insulin/IRS-1/PI3K signaling on ACE2 expression in cardiomyocytes. CONCLUSIONS: This study provides the first evidence of crosstalk between insulin/IRS-1/PI3K signaling and RAS after acute MI, thereby adding fresh insights into the pathophysiology and treatment of acute MI."
1694,44ak2d8b,Tetracycline compounds with non-antimicrobial organ protective properties: Possible mechanisms of action," Tetracyclines were developed as a result of the screening of soil samples for antibiotics. The firstt of these compounds, chlortetracycline, was introduced in 1947. Tetracyclines were found to be highly effective against various pathogens including rickettsiae, as well as both gram-positive and gram-negative bacteria, thus becoming the first class of broad-spectrum antibiotics. Many other interesting properties, unrelated to their antibiotic activity, have been identified for tetracyclines which have led to widely divergent experimental and clinical uses. For example, tetracyclines are also an effective anti-malarial drug. Minocycline, which can readily cross cell membranes, is known to be a potent anti-apoptotic agent. Another tetracycline, doxycycline is known to exert anti-protease activities. Doxycycline can inhibit matrix metalloproteinases which contribute to tissue destruction activities in diseases such as periodontitis. A large body of literature has provided additional evidence for the “beneficial” actions of tetracyclines, including their ability to act as reactive oxygen species scavengers and anti-inflammatory agents. This review provides a summary of tetracycline's multiple mechanisms of action as a means to understand their beneficial effects."
1698,71e400kr,"Alternative Experimental Models for Studying Influenza Proteins, Host–Virus Interactions and Anti-Influenza Drugs","Ninety years after the discovery of the virus causing the influenza disease, this malady remains one of the biggest public health threats to mankind. Currently available drugs and vaccines only partially reduce deaths and hospitalizations. Some of the reasons for this disturbing situation stem from the sophistication of the viral machinery, but another reason is the lack of a complete understanding of the molecular and physiological basis of viral infections and host–pathogen interactions. Even the functions of the influenza proteins, their mechanisms of action and interaction with host proteins have not been fully revealed. These questions have traditionally been studied in mammalian animal models, mainly ferrets and mice (as well as pigs and non-human primates) and in cell lines. Although obviously relevant as models to humans, these experimental systems are very complex and are not conveniently accessible to various genetic, molecular and biochemical approaches. The fact that influenza remains an unsolved problem, in combination with the limitations of the conventional experimental models, motivated increasing attempts to use the power of other models, such as low eukaryotes, including invertebrate, and primary cell cultures. In this review, we summarized the efforts to study influenza in yeast, Drosophila, zebrafish and primary human tissue cultures and the major contributions these studies have made toward a better understanding of the disease. We feel that these models are still under-utilized and we highlight the unique potential each model has for better comprehending virus–host interactions and viral protein function."
1699,blbaqbo7,Interferon Regulatory Factor-1 Mediates Alveolar Macrophage Pyroptosis During LPS-Induced Acute Lung Injury in Mice,"Previously, we demonstrated that pyroptosis in alveolar macrophages (AMs) plays an essential role in lipopolysaccharide (LPS)-induced acute lung injury. However, the underlying mechanism remains largely unclear. Here, we show that the absence of interferon regulatory factor 1 (IRF-1) in genetic knock-out mice strongly abrogates pyroptosis in AMs and alleviates the LPS-induced lung injury and systemic inflammation. Our study demonstrates that IRF-1 contributes to caspase-1 activation and apoptosis-associated speck-like protein containing a caspase activation and recruitment domain pyroptosome formation in AMs and leads to downstream inflammatory cytokine release, including that of IL-1β, IL-18, and HMGB1. The nuclear translocation of IRF-1 is linked to the presence of toll-like receptor 4 (TLR4). Our findings suggest that pyroptosis and the downstream inflammatory response in AMs induced by LPS is a process that is dependent on TLR4-mediated up-regulation of IRF-1. In summary, IRF-1 plays a key role in controlling caspase-1-dependent pyroptosis and inflammation."
1700,cinkcrnu,Peste des Petits Ruminants Virus Enters Caprine Endometrial Epithelial Cells via the Caveolae-Mediated Endocytosis Pathway,"Peste des petits ruminants virus (PPRV) causes an acute and highly contagious disease of sheep and goats and has spread with alarming speed around the world. The pathology of Peste des petits ruminants is linked to retrogressive changes and necrotic lesions in lymphoid tissues and epithelial cells. However, the process of PPRV entry into host epithelial cells remains largely unknown. Here, we performed a comprehensive study of the entry mechanism of PPRV into caprine endometrial epithelial cells (EECs). We clearly demonstrated that PPRV internalization was inhibited by chloroquine and ammonium chloride, which elevate the pH of various organelles. However, PPRV entry was not affected by chlorpromazine and knockdown of the clathrin heavy chain in EECs. In addition, we found that the internalization of PPRV was dependent on dynamin and membrane cholesterol and was suppressed by silencing of caveolin-1. Macropinocytosis did not play a role, but phosphatidylinositol 3-kinase (PI3K) was required for PPRV internalization. Cell type and receptor-dependent differences indicated that PPRV entry into caprine fetal fibroblast cells (FFCs) occurred via a different route. Taken together, our findings demonstrate that PPRV enters EECs through a cholesterol-dependent caveolae-mediated uptake mechanism that is pH-dependent and requires dynamin and PI3K but is independent of clathrin. This potentially provides insight into the entry mechanisms of other morbilliviruses."
1701,sz9qt9vi,Animal models of multiple sclerosis—Potentials and limitations," Experimental autoimmune encephalomyelitis (EAE) is still the most widely accepted animal model of multiple sclerosis (MS). Different types of EAE have been developed in order to investigate pathogenetic, clinical and therapeutic aspects of the heterogenic human disease. Generally, investigations in EAE are more suitable for the analysis of immunogenetic elements (major histocompatibility complex restriction and candidate risk genes) and for the study of histopathological features (inflammation, demyelination and degeneration) of the disease than for screening of new treatments. Recent studies in new EAE models, especially in transgenic ones, have in connection with new analytical techniques such as microarray assays provided a deeper insight into the pathogenic cellular and molecular mechanisms of EAE and potentially of MS. For example, it was possible to better delineate the role of soluble pro-inflammatory (tumor necrosis factor-α, interferon-γ and interleukins 1, 12 and 23), anti-inflammatory (transforming growth factor-β and interleukins 4, 10, 27 and 35) and neurotrophic factors (ciliary neurotrophic factor and brain-derived neurotrophic factor). Also, the regulatory and effector functions of distinct immune cell subpopulations such as CD4+ Th1, Th2, Th3 and Th17 cells, CD4+FoxP3+ Treg cells, CD8+ Tc1 and Tc2, B cells and γδ+ T cells have been disclosed in more detail. The new insights may help to identify novel targets for the treatment of MS. However, translation of the experimental results into the clinical practice requires prudence and great caution."
1702,xv15gvkt,Identification of a novel compound targeting the nuclear export of influenza A virus nucleoprotein,"Although antiviral drugs are available for the treatment of influenza infection, it is an urgent requirement to develop new antiviral drugs regarding the emergence of drug‐resistant viruses. The nucleoprotein (NP) is conserved among all influenza A viruses (IAVs) and has no cellular equivalent. Therefore, NP is an ideal target for the development of new IAV inhibitors. In this study, we identified a novel anti‐influenza compound, ZBMD‐1, from a library of 20,000 compounds using cell‐based influenza A infection assays. We found that ZBMD‐1 inhibited the replication of H1N1 and H3N2 influenza A virus strains in vitro, with an IC (50) ranging from 0.41–1.14 μM. Furthermore, ZBMD‐1 inhibited the polymerase activity and specifically impaired the nuclear export of NP. Further investigation indicated that ZBMD‐1 binds to the nuclear export signal 3 (NES3) domain and the dimer interface of the NP pocket. ZBMD‐1 also protected mice that were challenged with lethal doses of A/PR/8/1934 (H1N1) virus, effectively relieving lung histopathology changes, as well as strongly inhibiting the expression of pro‐inflammatory cytokines/chemokines, without inducing toxicity effects in mice. These results suggest that ZBMD‐1 is a promising anti‐influenza compound which can be further investigated as a useful strategy against IAVs in the future."
1705,ubwpyt3f,Ribavirin: a drug active against many viruses with multiple effects on virus replication and propagation. Molecular basis of ribavirin resistance,"Ribavirin has proven to be effective against several viruses in the clinical setting and a multitude of viruses in vitro. With up to five different proposed mechanisms of action, recent advances have begun to discern the hierarchy of antiviral effects at play depending on the virus and the host conditions under scrutiny. Studies reveal that for many viruses, antiviral mechanisms may differ depending on cell type in vitro and in vivo. Further analyses are thus required to accurately identify mechanisms to more optimally determine clinical treatments. In recent years, a growing number of ribavirin resistant and sensitive variants have been identified. These variants not only inform on the specific mechanisms by which ribavirin enfeebles the virus, but also can themselves be tools to identify new antiviral compounds."
1706,unr44dvp,Gene Expression Profile during Chondrogenesis in Human Bone Marrow derived Mesenchymal Stem Cells using a cDNA Microarray,"Mesenchymal stem cells (MSCs) have the capacity to proliferate and differentiate into multiple connective tissue lineages, which include cartilage, bone, and fat. Cartilage differentiation and chondrocyte maturation are required for normal skeletal development, but the intracellular pathways regulating this process remain largely unclear. This study was designed to identify novel genes that might help clarify the molecular mechanisms of chondrogenesis. Chondrogenesis was induced by culturing human bone marrow (BM) derived MSCs in micromass pellets in the presence of defined medium for 3, 7, 14 or 21 days. Several genes regulated during chondrogenesis were then identified by reverse transcriptase-polymerase chain reaction (RT-PCR). Using an ABI microarray system, we determined the differential gene expression profiles of differentiated chondrocytes and BM-MSCs. Normalization of this data resulted in the identification of 1,486 differentially expressed genes. To verify gene expression profiles determined by microarray analysis, the expression levels of 10 genes with high fold changes were confirmed by RT-PCR. Gene expression patterns of 9 genes (Hrad6B, annexinA2, BMP-7, contactin-1, peroxiredoxin-1, heat shock transcription factor-2, synaptotagmin IV, serotonin receptor-7, Axl) in RT-PCR were similar to the microarray gene expression patterns. These findings provide novel information concerning genes involved in the chondrogenesis of human BM-MSCs."
1707,12san3m7,Filovirus proteins for antiviral drug discovery: A structure/function analysis of surface glycoproteins and virus entry," This review focuses on the recent progress in our understanding of filovirus protein structure/function and its impact on antiviral research. Here we focus on the surface glycoprotein GP1,2 and its different roles in filovirus entry. We first describe the latest advances on the characterization of GP gene-overlapping proteins sGP, ssGP and Δ-peptide. Then, we compare filovirus surface GP1,2 proteins in terms of structure, synthesis and function. As they bear potential in drug-design, the discovery of small organic compounds inhibiting filovirus entry is a currently very active field. Although it is at an early stage, the development of antiviral drugs against Ebola and Marburg virus entry might prove essential to reduce outbreak-associated fatality rates through post-exposure treatment of both suspected and confirmed cases."
1708,ps4q5umj,SeMet attenuates OTA-induced PCV2 replication promotion by inhibiting autophagy by activating the AKT/mTOR signaling pathway,"Porcine circovirus type 2 (PCV2) is recognized as the causative agent of porcine circovirus-associated diseases. PCV2 replication could be promoted by low doses of ochratoxin A (OTA) as in our previous study and selenium has been shown to attenuate PCV2 replication. However, the underlying mechanism remains unclear. The aim of the study was to investigate the effects of selenomethionine (SeMet), the major component of organic selenium, on OTA-induced PCV2 replication promotion and its potential mechanism. The present study demonstrates that OTA could promote PCV2 replication as measured by cap protein expression, viral titer, viral DNA copies and the number of infected cells. In addition, OTA could activate autophagy as indicated by up-regulated light chain 3 (LC3)-II and autophagy-related protein 5 expressions and autophagosome formation. Further, OTA could down-regulate p-AKT and p-mTOR expressions and OTA-induced autophagy was inhibited when insulin was applied. SeMet at 2, 4 and 6 μM had significant inhibiting effects against OTA-induced PCV2 replication promotion. Furthermore, SeMet could attenuate OTA-induced autophagy and up-regulate OTA-induced p-AKT and p-mTOR expression inhibition. Rapamycin, an inhibitor of AKT/mTOR, could reverse the effects of SeMet on OTA-induced autophagy and the PCV2 replication promotion. In conclusion, SeMet could block OTA-induced PCV2 replication promotion by inhibiting autophagy by activating the AKT/mTOR pathway. Therefore, SeMet supplementation could be an effective prophylactic strategy against PCV2 infections and autophagy may be a potential marker to develop novel anti-PCV2 drugs."
1709,w2xuf15h,Viral Control of Mitochondrial Apoptosis,"Throughout the process of pathogen–host co-evolution, viruses have developed a battery of distinct strategies to overcome biochemical and immunological defenses of the host. Thus, viruses have acquired the capacity to subvert host cell apoptosis, control inflammatory responses, and evade immune reactions. Since the elimination of infected cells via programmed cell death is one of the most ancestral defense mechanisms against infection, disabling host cell apoptosis might represent an almost obligate step in the viral life cycle. Conversely, viruses may take advantage of stimulating apoptosis, either to kill uninfected cells from the immune system, or to induce the breakdown of infected cells, thereby favoring viral dissemination. Several viral polypeptides are homologs of host-derived apoptosis-regulatory proteins, such as members of the Bcl-2 family. Moreover, viral factors with no homology to host proteins specifically target key components of the apoptotic machinery. Here, we summarize the current knowledge on the viral modulation of mitochondrial apoptosis, by focusing in particular on the mechanisms by which viral proteins control the host cell death apparatus."
1711,94hajvwa,TMPRSS2 Isoform 1 Activates Respiratory Viruses and Is Expressed in Viral Target Cells,"The cellular protease TMPRSS2 cleaves and activates the influenza virus hemagglutinin (HA) and TMPRSS2 expression is essential for viral spread and pathogenesis in mice. Moreover, severe acute respiratory syndrome coronavirus (SARS-CoV) and other respiratory viruses are activated by TMPRSS2. However, previous studies on viral activation by TMPRSS2 focused on a 492 amino acids comprising form of the protein (isoform 2) while other TMPRSS2 isoforms, generated upon alternative splicing of the tmprss2 mRNA, have not been characterized. Here, we show that the mRNA encoding a TMPRSS2 isoform with an extended N-terminal cytoplasmic domain (isoform 1) is expressed in lung-derived cell lines and tissues. Moreover, we demonstrate that TMPRSS2 isoform 1 colocalizes with HA and cleaves and activates HA. Finally, we show that isoform 1 activates the SARS-CoV spike protein for cathepsin L-independent entry into target cells. Our results indicate that TMPRSS2 isoform 1 is expressed in viral target cells and might contribute to viral activation in the host."
1712,24q7p3m4,Breast Cancer Resistance Protein (BCRP/ABCG2) Inhibits Extra Villous Trophoblast Migration: The Impact of Bacterial and Viral Infection,"Extravillous trophoblasts (EVT) migration into the decidua is critical for establishing placental perfusion and when dysregulated, may lead to pre-eclampsia (PE) and intrauterine growth restriction (IUGR). The breast cancer resistance protein (BCRP; encoded by ABCG2) regulates the fusion of cytotrophoblasts into syncytiotrophoblasts and protects the fetus from maternally derived xenobiotics. Information about BCRP function in EVTs is limited, however placental exposure to bacterial/viral infection leads to BCRP downregulation in syncitiotrophoblasts. We hypothesized that BCRP is involved in the regulation of EVT function and is modulated by infection/inflammation. We report that besides syncitiotrophoblasts and cytotrophoblasts, BCRP is also expressed in EVTs. BCRP inhibits EVT cell migration in HTR8/SVneo (human EVT-like) cells and in human EVT explant cultures, while not affecting cell proliferation. We have also shown that bacterial—lipopolysaccharide (LPS)—and viral antigens—single stranded RNA (ssRNA)—have a profound effect in downregulating ABCG2 and BCRP levels, whilst simultaneously increasing the migration potential of EVT-like cells. Our study reports a novel function of BCRP in early placentation and suggests that exposure of EVTs to maternal infection/inflammation could disrupt their migration potential via the downregulation of BCRP. This could negatively influence placental development/function, contribute to existing obstetric pathologies, and negatively impact pregnancy outcomes and maternal/neonatal health."
1713,nrvgnsp4,The role of adjuvant immunomodulatory agents for treatment of severe influenza," A severe inflammatory immune response with hypercytokinemia occurs in patients hospitalized with severe influenza, such as avian influenza A(H5N1), A(H7N9), and seasonal A(H1N1)pdm09 virus infections. The role of immunomodulatory therapy is unclear as there have been limited published data based on randomized controlled trials (RCTs). Passive immunotherapy such as convalescent plasma and hyperimmune globulin have some studies demonstrating benefit when administered as an adjunctive therapy for severe influenza. Triple combination of oseltamivir, clarithromycin, and naproxen for severe influenza has one study supporting its use, and confirmatory studies would be of great interest. Likewise, confirmatory studies of sirolimus without concomitant corticosteroid therapy should be explored as a research priority. Other agents with potential immunomodulating effects, including non-immune intravenous immunoglobulin, N-acetylcysteine, acute use of statins, macrolides, pamidronate, nitazoxanide, chloroquine, antiC5a antibody, interferons, human mesenchymal stromal cells, mycophenolic acid, peroxisome proliferator-activated receptors agonists, non-steroidal anti-inflammatory agents, mesalazine, herbal medicine, and the role of plasmapheresis and hemoperfusion as rescue therapy have supportive preclinical or observational clinical data, and deserve more investigation preferably by RCTs. Systemic corticosteroids administered in high dose may increase the risk of mortality and morbidity in patients with severe influenza and should not be used, while the clinical utility of low dose systemic corticosteroids requires further investigation."
1714,ygedcwut,"Protocol for Recombinant RBD-based SARS Vaccines: Protein Preparation, Animal Vaccination and Neutralization Detection","Based on their safety profile and ability to induce potent immune responses against infections, subunit vaccines have been used as candidates for a wide variety of pathogens (1-3). Since the mammalian cell system is capable of post-translational modification, thus forming properly folded and glycosylated proteins, recombinant proteins expressed in mammalian cells have shown the greatest potential to maintain high antigenicity and immunogenicity (4-6). Although no new cases of SARS have been reported since 2004, future outbreaks are a constant threat; therefore, the development of vaccines against SARS-CoV is a prudent preventive step and should be carried out. The RBD of SARS-CoV S protein plays important roles in receptor binding and induction of specific neutralizing antibodies against virus infection (7-9). Therefore, in this protocol, we describe novel methods for developing a RBD-based subunit vaccine against SARS. Briefly, the recombinant RBD protein (rRBD) was expressed in culture supernatant of mammalian 293T cells to obtain a correctly folded protein with proper conformation and high immunogenicity (6). The transfection of the recombinant plasmid encoding RBD to the cells was then performed using a calcium phosphate transfection method (6,10) with some modifications. Compared with the lipid transfection method (11,12), this modified calcium phosphate transfection method is cheaper, easier to handle, and has the potential to reach high efficacy once a transfection complex with suitable size and shape is formed (13,14). Finally, a SARS pseudovirus neutralization assay was introduced in the protocol and used to detect the neutralizing activity of sera of mice vaccinated with rRBD protein. This assay is relatively safe, does not involve an infectious SARS-CoV, and can be performed without the requirement of a biosafety-3 laboratory (15). The protocol described here can also be used to design and study recombinant subunit vaccines against other viruses with class I fusion proteins, for example, HIV, respiratory syncytial virus (RSV), Ebola virus, influenza virus, as well as Nipah and Handra viruses. In addition, the methods for generating a pseudovirus and subsequently establishing a pseudovirus neutralization assay can be applied to all these viruses."
1716,k1p7fo0e,Detection and differentiation of virulent and avirulent strains of Newcastle disease virus by real-time PCR, A rapid diagnostic method based on the melting curve SYBR Green I real-time PCR analysis was developed to detect and differentiate Newcastle disease virus (NDV) strains. Degenerated primers based on the cleavage site sequence of the F0 gene were designed to detect specific sequences characteristic of virulent and avirulent strains of NDV. Eighteen strains of NDV from four lineages were identified and grouped into virulent and avirulent strains. Peaks on the melting temperature graph with melting temperature values between 80.00 and 83.80°C were observed for lentogenic (avirulent) strains. T m values higher than 83.80 were observed for virulent (mesogenic and velogenic) strains. The detection limit of real-time PCR was 2×102 plasmid copies per reaction or 102 EID50 for velogenic strains and 103 EID50 for lentogenic strains. The results obtained in this study demonstrate the possible applications for melting curve real-time PCR analysis in laboratory practice for the diagnosis and differentiation of avirulent and virulent strains of Newcastle disease virus.
1717,gvo0gwjf,Induction of caspase-dependent apoptosis by betanodaviruses GGNNV and demonstration of protein α as an apoptosis inducer," Betanodaviruses, members of the Nodaviridae family, are the causative agents of viral nervous necrosis in fish and infection by which cause high mortality in larvae and juveniles in a wide range of marine fish species in Asia, Europe, Australia, Martinique, and Tahit. Greasy grouper (Epinephelus tauvina) nervous necrosis viruses (GGNNV) were investigated for their apoptotic activity in culture cells. GGNNV infection of sea bass (SB) cells appeared to induce a typical cytopathic effect (CPE), i.e., cytoplasmic vacuolation, thinning, rounding up, detachment of infected cells from the cultured dish, and eventually cell lysis and death. The infected SB cells underwent DNA fragmentation and stained positive in terminal deoxynucleotidyl transferase (TdT)-mediated dUTP nick-end labeling (TUNEL) assay, suggesting that GGNNV infection induced apoptosis in SB cells. In addition, GGNNV-infected SB cells showed an increased activity of caspase-8-like proteases (IETDase) and caspase-3-like proteases (IETDase), whereas inhibitor of caspase-8 and caspase-3 reduced GGNNV-induced apoptosis. This suggests that GGNNV may promote apoptosis via the extrinsic pathway in SB cells. Protein α, the precursor of GGNNV capsid proteins, was transiently expressed in SB and Cos-7 cells. The DNA fragmentation and TUNEL positive signal were apparent in SB and Cos-7 cells expressing protein α, suggesting that protein α may serve as an apoptotic inducer in these cells. Moreover, expression of protein α resulted in the activation of caspase-3-like proteases in both cells, which could be inhibited by a caspase-3-like protease specific inhibitor DEVD-CHO peptide. These results suggest that fish caspases are important elements in GGNNV-meditated apoptosis."
1718,j2tdt7ky,Viroporin Activity of the Foot-and-Mouth Disease Virus Non-Structural 2B Protein,"Viroporins are a family of low-molecular-weight hydrophobic transmembrane proteins that are encoded by various animal viruses. Viroporins form transmembrane pores in host cells via oligomerization, thereby destroying cellular homeostasis and inducing cytopathy for virus replication and virion release. Among the Picornaviridae family of viruses, the 2B protein encoded by enteroviruses is well understood, whereas the viroporin activity of the 2B protein encoded by the foot-and-mouth disease virus (FMDV) has not yet been described. An analysis of the FMDV 2B protein domains by computer-aided programs conducted in this study revealed that this protein may contain two transmembrane regions. Further biochemical, biophysical and functional studies revealed that the protein possesses a number of features typical of a viroporin when it is overexpressed in bacterial and mammalian cells as well as in FMDV-infected cells. The protein was found to be mainly localized in the endoplasmic reticulum (ER), with both the N- and C-terminal domains stretched into the cytosol. It exhibited cytotoxicity in Escherichia coli, which attenuated 2B protein expression. The release of virions from cells infected with FMDV was inhibited by amantadine, a viroporin inhibitor. The 2B protein monomers interacted with each other to form both intracellular and extracellular oligomers. The Ca(2+) concentration in the cells increased, and the integrity of the cytoplasmic membrane was disrupted in cells that expressed the 2B protein. Moreover, the 2B protein induced intense autophagy in host cells. All of the results of this study demonstrate that the FMDV 2B protein has properties that are also found in other viroporins and may be involved in the infection mechanism of FMDV."
1719,rb8wg8k5,Membrane Fusion and Cell Entry of XMRV Are pH-Independent and Modulated by the Envelope Glycoprotein's Cytoplasmic Tail,"Xenotropic murine leukemia virus-related virus (XMRV) is a gammaretrovirus that was originally identified from human prostate cancer patients and subsequently linked to chronic fatigue syndrome. Recent studies showed that XMRV is a recombinant mouse retrovirus; hence, its association with human diseases has become questionable. Here, we demonstrated that XMRV envelope (Env)-mediated pseudoviral infection is not blocked by lysosomotropic agents and cellular protease inhibitors, suggesting that XMRV entry is not pH-dependent. The full length XMRV Env was unable to induce syncytia formation and cell-cell fusion, even in cells overexpressing the viral receptor, XPR1. However, truncation of the C-terminal 21 or 33 amino acid residues in the cytoplasmic tail (CT) of XMRV Env induced substantial membrane fusion, not only in the permissive 293 cells but also in the nonpermissive CHO cells that lack a functional XPR1 receptor. The increased fusion activities of these truncations correlated with their enhanced SU shedding into culture media, suggesting conformational changes in the ectodomain of XMRV Env. Noticeably, further truncation of the CT of XMRV Env proximal to the membrane-spanning domain severely impaired the Env fusogenicity, as well as dramatically decreased the Env incorporations into MoMLV oncoretroviral and HIV-1 lentiviral vectors resulting in greatly reduced viral transductions. Collectively, our studies reveal that XMRV entry does not require a low pH or low pH-dependent host proteases, and that the cytoplasmic tail of XMRV Env critically modulates membrane fusion and cell entry. Our data also imply that additional cellular factors besides XPR1 are likely to be involved in XMRV entry."
1720,ghk50tzm,A Membrane Topology Model for Human Interferon Inducible Transmembrane Protein 1,"InterFeron Inducible TransMembrane proteins 1–3 (IFITM1, IFITM2 and IFITM3) are a family of proteins capable of inhibiting the cellular entry of numerous human and animal viruses. IFITM1-3 are unique amongst the currently described viral restriction factors in their apparent ability to block viral entry. This restrictive property is dependant on the localisation of the proteins to plasma and endosomal membranes, which constitute the main portals of viral entry into cells. The topology of the IFITM proteins within cell membranes is an unresolved aspect of their biology. Here we present data from immunofluorescence microscopy, protease cleavage, biotin-labelling and immuno-electron microscopy assays, showing that human IFITM1 has a membrane topology in which the N-terminal domain resides in the cytoplasm, and the C-terminal domain is extracellular. Furthermore, we provide evidence that this topology is conserved for all of the human interferon-induced IFITM proteins. This model is consistent with that recently proposed for murine IFITM3, but differs from that proposed for murine IFITM1."
1721,gd7y3ggj,Grass carp reovirus VP56 represses interferon production by degrading phosphorylated IRF7," Grass carp reovirus (GCRV) is an efficient pathogen causing high mortality in grass carp, meanwhile, fish interferon (IFN) is a powerful cytokine enabling host cells to establish an antiviral state; therefore, the strategies used by GCRV to escape the cellular IFN response need to be investigated. Here, we report that GCRV VP56 inhibits host IFN production by degrading the transcription factor IFN regulatory factor 7 (IRF7). First, overexpression of VP56 inhibited the IFN production induced by the polyinosinic-polycytidylic acid (poly I:C) and mitochondrial antiviral signaling protein (MAVS), while the capacity of IRF7 on IFN induction was unaffected. Second, VP56 interacted with RLRs but did not affect the stabilization of the proteins in the normal state, while the phosphorylated IRF7 activated by TBK1 was degraded by VP56 through K48-linked ubiquitination. Finally, overexpression of VP56 remarkably reduced the host cellular ifn transcription and facilitated viral proliferation. Taken together, our results demonstrate that GCRV VP56 suppresses the host IFN response by targeting phosphorylated IRF7 for ubiquitination and degradation."
