,title,sent,category
917,Tumor necrosis factor and interferon: cytokines in harmony,"Certain combinations of these cytokines, however, induce a synergistic antiviral state which is distinct from that induced by either one alone.",antivirus
918,Antiviral activity of interferon against transmissible gastroenteritis virus in cell culture and ligated intestinal segments in neonatal pigs,"The Miller M6 strain of virus produced less extensive lesions in the segments, but since it was titratable by plaque assay it was used in the subsequent yield reduction assays to determine the antiviral activity of interferon.",antivirus
919,Antiviral activity of interferon against transmissible gastroenteritis virus in cell culture and ligated intestinal segments in neonatal pigs,There was also a trend for the antiviral effects of interferon induction before challenge to be augmented by the inclusion of interferon with the virus inoculum.,antivirus
920,Effect of Protein Source in Calf Milk Replacers on Morphology and Absorptive Ability of Small Intestine 1,No dry feed or bedding was provided.,antivirus
921,Silver Nanoparticles as Potential Antiviral Agents,This makes imperative the need for the development of safe and potent alternatives to conventional antiviral drugs.,antivirus
922,Blocking the PI3K/AKT pathway enhances mammalian reovirus replication by repressing IFN-stimulated genes,"Overexpression of ISG15 and Viperin inhibited virus replication, and knockdown of either enhanced virus replication.",antivirus
923,Blocking the PI3K/AKT pathway enhances mammalian reovirus replication by repressing IFN-stimulated genes,"Virus infection induced phosphorylation of focal adhesion kinase (FAK) but not Gab1, and blockage of FAK phosphorylation suppressed Akt phosphorylation.",interleukin
924,Hemorrhagic Fever-Causing Arenaviruses: Lethal Pathogens and Potent Immune Suppressors,"There are currently no FDA-approved vaccines for arenaviruses, and treatments have been limited to supportive therapy and use of non-specific nucleoside analogs, such as Ribavirin.",antivirus
925,Role of protease in mouse hepatitis virus-induced cell fusion Studies with a cold-sensitive mutant isolated from a persistent infection,"The cold sensitivity was overcome by the addition of trypsin (0.04 to 0.05%) to the culture medium, but not by treating the virions with trypsin.",antivirus
926,Resistance of Berne virus to physical and chemical treatment,Freeze-drying or desiccation at 22°C caused only insignificant loss of infectivity.,antivirus
927,Resistance of Berne virus to physical and chemical treatment,"Storage at temperatures lower than −20°C preserved the infectivity, while at 4°C appreciable loss occurred between 92 and 185 days.",antivirus
928,"Design, synthesis, and bioevaluation of viral 3C and 3C-like protease inhibitors","Tripeptidyls 2 and 6 possess antiviral activities against noroviruses, human rhinovirus, severe acute respiratory syndrome coronavirus, and coronavirus 229E, suggesting a broad range of antiviral activities.",antivirus
929,Synergistic Up-Regulation of CXCL10 by Virus and IFN γ in Human Airway Epithelial Cells,The synergism also occurred when the cells were treated with IFN γ and a viral replication mimicker (dsRNA) both in vitro and in vivo.,antivirus
930,Transferrin receptor 1 is a cellular receptor for New World haemorrhagic fever arenaviruses,"An anti-TfR1 antibody efficiently inhibited the replication of Machupo, Guanarito, Junin and Sabia viruses, but not that of Lassa virus.",antivirus
931,"Isolation and molecular characterization of Sul/01/09 avian infectious bronchitis virus, indicates the emergence of a new genotype in the Middle East",The birds were vaccinated regularly with 4/91 or MA5 vaccine.,antivirus
932,Specific and efficient cleavage of fusion proteins by recombinant plum pox virus NIa protease,Recombinant PPV NIa protease was resistant to self-lysis for at least five days.,antivirus
933,The Small-Compound Inhibitor K22 Displays Broad Antiviral Activity against Different Members of the Family Flaviviridae and Offers Potential as a Panviral Inhibitor,"Importantly, the antiviral activity of K22 was demonstrated against several other members of the Flaviviridae family.",antivirus
934,A camel-derived MERS-CoV with a variant spike protein cleavage site and distinct fusion activation properties,"Middle East respiratory syndrome coronavirus (MERS-CoV) continues to circulate in both humans and camels, and the origin and evolution of the virus remain unclear.",antivirus
935,Recent Advances Towards the Development of a Potent Antiviral Against the Hepatitis E Virus,"Despite widespread sporadic and epidemic incidents, there is no specific treatment against HEV, justifying an urgent need for developing a potent antiviral against it.",antivirus
936,"Human, Nonhuman Primate, and Bat Cells Are Broadly Susceptible to Tibrovirus Particle Cell Entry","Using four of five isolated authentic tibroviruses (i.e., BAV, CPV, SWBV, and TIBV), our experiments indicate that many cell types may be partially resistant to tibrovirus replication after virion cell entry.",antivirus
937,"Anti-Herpetic, Anti-Dengue and Antineoplastic Activities of Simple and Heterocycle-Fused Derivatives of Terpenyl-1,4-Naphthoquinone and 1,4-Anthraquinone †","NQ 4 showed a fair antiviral activity against Herpesviruses (EC(50): <0.4 µg/mL, <1.28 µM) and DENV-2 (1.6 µg/mL, 5.1 µM) on pre-infective stages.",antivirus
938,"Anti-Herpetic, Anti-Dengue and Antineoplastic Activities of Simple and Heterocycle-Fused Derivatives of Terpenyl-1,4-Naphthoquinone and 1,4-Anthraquinone †","In this study, the anti-herpetic and anti-dengue evaluation of 27 terpenyl-1,4-naphthoquinone (NQ), 1,4-anthraquinone (AQ) and heterocycle-fused quinone (HetQ) derivatives was done in vitro against Human Herpesvirus (HHV) type 1 and 2, and Dengue virus serotype 2 (DENV-2).",antivirus
939,Structure of Mpro from COVID-19 virus and discovery of its inhibitors,Ebselen also exhibited strong antiviral activity in cell-based assays.,antivirus
940,,"In selected cases of bacterial resistance or intolerance to first-line antibiotics, other anti-infective agents might be recommended.",antivirus
941,A General Strategy to Endow Natural Fusion-protein-Derived Peptides with Potent Antiviral Activity,The antiviral activity of HR-derived peptides differs considerably among enveloped viruses.,antivirus
942,Cell culture propagation of bovine coronavirus,"Cell culture-adapted strains of BCV replicate in PCK, bovine embryonic lung, bovine fetal thyroid, bovine fetal brain, bovine skin cells, ovine fetal kidney cells, and the cell lines pig kidney K3 and 15, Vero, human embryonic lung fibroblasts, HRT-18, MDBK and BEK-1, with trypsin useful for enhancing replication.",antivirus
943,Severe Acute Respiratory Syndrome (SARS),"High-dose corticosteroid therapy might be useful for critically ill patients, but previous use of ribavirin (a broad-spectrum antiviral agent) was probably not efficacious.",antivirus
944,Severe Acute Respiratory Syndrome (SARS),"High-dose corticosteroid therapy might be useful for critically ill patients, but previous use of ribavirin (a broad-spectrum antiviral agent) was probably not efficacious.",antivirus
945,Potent and selective inhibition of pathogenic viruses by engineered ubiquitin variants,"Finally, expression of UbVs during MERS-CoV infection reduced infectious progeny titers by more than four orders of magnitude, demonstrating the remarkable potency of UbVs as antiviral agents.",antivirus
946,PI3K-Akt-mTOR axis sustains rotavirus infection via the 4E-BP1 mediated autophagy pathway and represents an antiviral target,"Although vaccines have been developed, antiviral therapy is an important complement that cannot be substituted.",antivirus
947,BX-795 inhibits HSV-1 and HSV-2 replication by blocking the JNK/p38 pathways without interfering with PDK1 activity in host cells,"Furthermore, SB203580 (a p38 inhibitor) or SP600125 (a JNK inhibitor) dose-dependently inhibited the viral replication in the host cells, whereas PD98059 (an ERK inhibitor) was not effective.",antivirus
948,Neutralization of Acidic Intracellular Vesicles by Niclosamide Inhibits Multiple Steps of the Dengue Virus Life Cycle In Vitro,"Specifically, niclosamide-induced endosomal neutralization not only prevents viral RNA replication but also affects the maturation of DENV particles, rendering them non-infectious.",antivirus
949,The road to new antiviral therapies,"Fortunately, effective antiviral therapies have been developed for many of these viruses.",antivirus
950,PI3K/Akt/p53 pathway inhibits reovirus infection,"Additionally, the overexpression of p53 alone also supported reovirus replication, and knockdown of p53 significantly inhibited viral replication.",antivirus
951,The cholesterol transport inhibitor U18666A inhibits type I feline coronavirus infection,"Surprisingly, the antiviral activity of U18666A was suppressed by the histone deacetylase inhibitor (HDACi), Vorinostat.",antivirus
952,The cholesterol transport inhibitor U18666A inhibits type I feline coronavirus infection,"Therefore, it is necessary to develop antiviral drugs against type I FCoV infection.",antivirus
953,The cholesterol transport inhibitor U18666A inhibits type I feline coronavirus infection,Type I FCoV is the dominant serotype worldwide.,antivirus
954,The alkyl side chain of PACA nanoparticles dictates the impact on cellular stress responses and the mode of particle-induced cell death,"Of the two, PBCA was the strongest inducer.",antivirus
955,High-throughput assay using a GFP-expressing replicon for SARS-CoV drug discovery,"In a SARS-CoV plaque reduction assay, these compounds were confirmed to have antiviral activity.",antivirus
956,2009 H1N1 Influenza: A Twenty-First Century Pandemic With Roots in the Early Twentieth Century,All 2009 H1N1 pandemic influenza strains were susceptible to 1 or more neuraminidase inhibitors.,antivirus
957,2009 H1N1 Influenza: A Twenty-First Century Pandemic With Roots in the Early Twentieth Century,A reverse transcriptase-polymerase chain reaction assay was superior to antigen-based rapid tests for diagnosis.,antivirus
958,Modification of simian virus 40 large tumor antigen by glycosylation,"T-ag oligosaccharides were resistant to treatment with EndoH, and glycosylation was not inhibited by tunicamycin.",antivirus
959,Modification of simian virus 40 large tumor antigen by glycosylation,"T-ag was metabolically labeled in SV40-infected cells with tritiated galactose or glucosamine, but not with mannose or fucose.",antivirus
960,Demonstration of a difference in expression of maximal lactase and sucrase activity along the villus in the adult rat jejunum,"The data indicate that unlike sucrase activity, which is expressed maximally in enterocytes along the entire villus, maximal lactase activity is not attained until midvillus.",antivirus
961,Celastrol inhibits dengue virus replication via up-regulating type I interferon and downstream interferon-stimulated responses,Previous studies have shown that celastrol exhibits antiviral activity against HIV and SARS-CoV.,antivirus
962,Fexaramine as an entry blocker for feline caliciviruses,"Finally, the effects of combination treatment of fexaramine and NPI52 against FCV replication and emergence of resistant viruses were investigated in cell culture.",antivirus
963,Fexaramine as an entry blocker for feline caliciviruses,"Although FCV vaccines are commercially available, their efficacy is limited due to antigenic diversity of FCV strains and short duration of immunity.",antivirus
964,Interferon alfacon1 is an inhibitor of SARS-corona virus in cell-based models,"We report herein that interferon alfacon1, has potent in vitro antiviral activity against SARS-CoV.",antivirus
965,Interferon alfacon1 is an inhibitor of SARS-corona virus in cell-based models,"Furthermore, interferon alfacon1 also demonstrated significant antiviral activity in yield reduction and plaque reduction assays.",antivirus
966,Interferon alfacon1 is an inhibitor of SARS-corona virus in cell-based models,"In a cytopathic effect protection (CPE) assay, interferon alfacon1 inhibited the generation of CPE in a dose-dependent manner with an IC50 of 0.001μg/ml, a clinically achievable level.",antivirus
967,Aloe-emodin is an interferon-inducing agent with antiviral activity against Japanese encephalitis virus and enterovirus 71,The 50% inhibitory concentration (IC50) of aloe-emodin ranged from 0.50μg/mL to 1.51μg/mL for JEV and from 0.14μg/mL to 0.52μg/mL for EV71.,antivirus
968,Aloe-emodin is an interferon-inducing agent with antiviral activity against Japanese encephalitis virus and enterovirus 71,"Moreover, aloe-emodin upregulated expression of IFN-stimulated genes such as dsRNA-activated protein kinase and 2′,5′-oligoisoadenylate synthase.",interleukin
969,Novel approaches and challenges to treatment of CNS viral infections,"Nonetheless, many novel approaches to antiviral therapy are available including candidate thiazolide and purazinecarboxamide derivatives with potential broad-spectrum antiviral efficacy.",antivirus
970,Global virus outbreaks: Interferons as 1st responders,"In many instances these outbreaks have been newly emerging (SARS coronavirus), re-emerging (Ebola virus, Zika virus) or zoonotic (avian influenza H5N1) virus infections.",antivirus
971,The antiparasitic drug niclosamide inhibits dengue virus infection by interfering with endosomal acidification independent of mTOR,Treatment with niclosamide did not retard the endocytosis of DENV while niclosamide was unable to enhance the antiviral type I interferon response.,antivirus
972,The antiparasitic drug niclosamide inhibits dengue virus infection by interfering with endosomal acidification independent of mTOR,"Co-administration of a single dose of niclosamide partially decreased viral replication, viral encephalitis, and mortality in DENV-infected ICR suckling mice.",antivirus
973,The antiparasitic drug niclosamide inhibits dengue virus infection by interfering with endosomal acidification independent of mTOR,"PRINCIPLE FINDING: Niclosamide effectively retarded DENV-induced infection in vitro in human adenocarcinoma cells (A549), mouse neuroblastoma cells (Neuro-2a), and baby hamster kidney fibroblasts (BHK-21).",antivirus
974,The antiparasitic drug niclosamide inhibits dengue virus infection by interfering with endosomal acidification independent of mTOR,"Here, we investigated the antiviral capacity of niclosamide against dengue virus (DENV) serotype 2 infection in vitro and in vivo.",antivirus
975,Measurement of neutralizing antibody responses against H5N1 clades in immunized mice and ferrets using pseudotypes expressing influenza hemagglutinin and neuraminidase,"Moreover, use of replication competent viruses in these assays requires biosafety level 3 (BSL-3) containment.",antivirus
976,Measurement of neutralizing antibody responses against H5N1 clades in immunized mice and ferrets using pseudotypes expressing influenza hemagglutinin and neuraminidase,"The MN assay is somewhat labor intensive, while HI is a surrogate for neutralization.",antivirus
977,Human cytomegalovirus-inhibitory flavonoids: Studies on antiviral activity and mechanism of action,"The antiviral effects of genistein, but not baicalein, were fully reversible in cell culture.",antivirus
978,Human cytomegalovirus-inhibitory flavonoids: Studies on antiviral activity and mechanism of action,"However, HCMV induction of NF-κB and increases in the levels of cell cycle regulatory proteins—events that are associated with immediate-early protein functioning – were absent.",interleukin
979,ROTAVIRUS INFECTIONS OF NEONATES,None of the neonates under the age of one day were infected but by the age of three to four days approximately 50% were excreting virus.,antivirus
980,ROTAVIRUS INFECTIONS OF NEONATES,All those infected were in five nurseries; viruses were not detected in specimens from the sixth nursery.,antivirus
981,Targeting Membrane-Bound Viral RNA Synthesis Reveals Potent Inhibition of Diverse Coronaviruses Including the Middle East Respiratory Syndrome Virus,K22 exerts most potent antiviral activity after virus entry during an early step of the viral life cycle.,antivirus
982,Bumped kinase inhibitor 1369 is effective against Cystoisospora suis in vivo and in vitro,"BKI 1369 inhibited merozoite proliferation in intestinal porcine epithelial cells-1 (IPEC-1) by at least 50% at a concentration of 40 nM, and proliferation was almost completely inhibited (>95%) at 200 nM.",antivirus
983,The celecoxib derivative kinase inhibitor AR-12 (OSU-03012) inhibits Zika virus via down-regulation of the PI3K/Akt pathway and protects Zika virus-infected A129 mice: A host-targeting treatment strategy,"In this study, we investigated the antiviral activity and mechanism of AR-12 against ZIKV.",antivirus
984,"A single-amino acid substitution in West Nile virus 2K peptide between NS4A and NS4B confers resistance to lycorine, a flavivirus inhibitor","However, the compound did not inhibit an alphavirus (Western equine encephalitis virus) or a rhabdovirus (vesicular stomatitis virus), indicating a selective antiviral spectrum.",antivirus
985,Response Modifiers: Tweaking the Immune Response Against Influenza A Virus,"Similarly, effectiveness of currently used antiviral drugs is jeopardized by the development of resistance to these drugs.",antivirus
986,Intranasal Administration of Maleic Anhydride-Modified Human Serum Albumin for Pre-Exposure Prophylaxis of Respiratory Syncytial Virus Infection,Neither vaccine nor effective antiviral therapy is available to prevent and treat RSV infection.,antivirus
987,"Interplay of foot-and-mouth disease virus, antibodies and plasmacytoid dendritic cells: virus opsonization under non-neutralizing conditions results in enhanced interferon-alpha responses","However, sera cross-reacted also with non-neutralized isolates of multiple serotypes, when tested in this assay.",antivirus
988,The nucleoside analog GS-441524 strongly inhibits feline infectious peritonitis (FIP) virus in tissue culture and experimental cat infection studies,We determined that GS-441524 was non-toxic in feline cells at concentrations as high as 100 uM and effectively inhibited FIPV replication in cultured CRFK cells and in naturally infected feline peritoneal macrophages at concentrations as low as 1 uM.,antivirus
989,The nucleoside analog GS-441524 strongly inhibits feline infectious peritonitis (FIP) virus in tissue culture and experimental cat infection studies,"We determined the pharmacokinetics of GS-441524 in cats in vivo and established a dosage that would sustain effective blood levels for 24 h. In an experimental FIPV infection of cats, GS-441524 treatment caused a rapid reversal of disease signs and return to normality with as little as two weeks of treatment in 10/10 cats and with no apparent toxicity.",antivirus
990,Relationships between antimicrobial use and antimicrobial resistance in Gram-negative bacteria causing nosocomial infections from 1991–2003 at a university hospital in Taiwan,"Disk susceptibility data of Escherichia coli, Klebsiella pneumoniae, Enterobacter cloacae, Serratia marcescens, Proteus spp., Pseudomonas aeruginosa, Acinetobacter spp., Stenotrophomonas maltophilia and other non-fermentative Gram-negative bacilli causing nosocomial infections were evaluated.",antivirus
991,Cathepsin B & L Are Not Required for Ebola Virus Replication,"Interestingly, cell entry by other EBOV species (Bundibugyo, Côte d'Ivoire, Reston and Sudan ebolavirus) was independent of CatB or CatL as was EBOV replication in general.",antivirus
992,Cathepsin B & L Are Not Required for Ebola Virus Replication,"Wild-type (control), catB(−/−) and catL(−/−) mice were equally susceptible to lethal challenge with mouse-adapted ZEBOV with no difference in virus replication and time to death.",antivirus
993,Chicken mannose binding lectin has antiviral activity towards infectious bronchitis virus,"Here we studied the antiviral effect of recombinant chicken (rc)MBL against Infectious Bronchitis Virus (IBV), a highly contagious coronavirus of chicken.",antivirus
994,"Occurrence of infectious bronchitis in layer birds in Plateau state, north central Nigeria","In addition, virus isolate obtained after four serial passages in ECE produced dwarfed, stunted, and hemorrhagic embryos, and the isolate was confirmed by RT-PCR to be IBV.",antivirus
995,The coronavirus avian infectious bronchitis virus requires the cell nucleus and host transcriptional factors," Replication of avian infectious bronchitis virus in permissive BHK-21 cells is blocked when these cells are enucleated or irradiated with ultraviolet light prior to infection, or if cells are treated with α-amanitin during the virus growth cycle.",antivirus
996,Protein Never in Mitosis Gene A Interacting-1 regulates calpain activity and the degradation of cyclooxygenase-2 in endothelial cells,RESULTS: LPS or IFN alone did not induce COX-2.,antivirus
997,Protein Never in Mitosis Gene A Interacting-1 regulates calpain activity and the degradation of cyclooxygenase-2 in endothelial cells,": The peptidyl-proline isomerase, Protein Never in Mitosis Gene A Interacting-1 (PIN1), regulates turnover of inducible nitric oxide synthase (iNOS) in murine aortic endothelial cells (MAEC) stimulated with E. coli endotoxin (LPS) and interferon-γ (IFN).",interleukin
998,Nucleosides for the treatment of respiratory RNA virus infections,We summarize past and current efforts to develop nucleoside and nucleotide analogs as antiviral agents against respiratory virus infections.,antivirus
999,Nucleosides for the treatment of respiratory RNA virus infections,"This includes molecules with very broad antiviral spectrum such as ribavirin and T-705 (favipiravir), and others targeting more specifically one or a few virus families.",antivirus
1000,SARS-CoV-Encoded Small RNAs Contribute to Infection-Associated Lung Pathology,"Biogenesis of CoV svRNAs was RNase III, cell type, and host species independent, but it was dependent on the extent of viral replication.",antivirus
1001,Antagonism of the Interferon-Induced OAS-RNase L Pathway by Murine Coronavirus ns2 Protein Is Required for Virus Replication and Liver Pathology,"An ns2 mutant virus was unable to replicate in the liver or induce hepatitis in wild-type mice, but was highly pathogenic in RNase L deficient mice.",antivirus
1002,"Amodiaquine, an antimalarial drug, inhibits dengue virus type 2 replication and infectivity",There is no vaccine or antiviral drug currently available for human use.,antivirus
1003,SPINT2 inhibits proteases involved in activation of both influenza viruses and metapneumoviruses,"Moreover, inhibition efficacy did not differ whether SPINT2 was added at the time of infection or 24 h post-infection.",antivirus
1004,Clomiphene and Its Isomers Block Ebola Virus Particle Entry and Infection with Similar Potency: Potential Therapeutic Implications,Here we compared the ability of clomiphene and its isomers to inhibit EBOV using viral-like particle (VLP) entry and transcription/replication-competent VLP (trVLP) assays.,antivirus
1005,Identification of a novel small-molecule compound targeting the influenza A virus polymerase PB1-PB2 interface,"Surprisingly, a panel of other subtypes of influenza virus, including A(H5N1) and A(H7N7), showed various degrees of resistance to the compound.",antivirus
1006,"Performance evaluation of direct fluorescent antibody, Focus Diagnostics Simplexa™ Flu A/B & RSV and multi-parameter customized respiratory Taqman® array card in immunocompromised patients","For BAL samples only, the sensitivity and specificity of the Simplexa™ assay was 100%.",antivirus
1007,Imino sugar glucosidase inhibitors as broadly active anti-filovirus agents,The clinical symptoms of Ebola and Marburg hemorrhagic fevers are difficult to distinguish and there are currently no specific antiviral therapies against either of the viruses.,antivirus
1008,Host Transcriptional Response to Influenza and Other Acute Respiratory Viral Infections – A Prospective Cohort Study,This persisted for 2-4 days.,antivirus
1009,Host Transcriptional Response to Influenza and Other Acute Respiratory Viral Infections – A Prospective Cohort Study,"Using lineage and activation state-specific transcripts to produce cell composition scores, patterns of B and T lymphocyte depressions accompanied by a major activation of NK cells were detected in the acute phase of illness.",interleukin
1010,Functional analysis of potential cleavage sites in the MERS-coronavirus spike protein,"Therefore, development of antiviral strategies is an important task.",antivirus
1011,Functional analysis of potential cleavage sites in the MERS-coronavirus spike protein,"The cellular proteases furin, cathepsin L and TMPRSS2 can activate MERS-S and may cleave the S protein at two distinct sites, termed S1/S2 and S2′.",interleukin
1012,Cellular protein GLTSCR2: A valuable target for the development of broad-spectrum antivirals,Injection of chicken embryo with the GLTSCR2-specific shRNA-1370 simultaneously or 24 h prior to infection with Newcastle disease virus (NDV) substantially reduces viral replication in chicken embryo fibroblasts.,antivirus
1013,Epidemiological and clinical evaluation of children with respiratory virus infections,There was no significant difference in epidemiologic patterns of these viruses in comparison to other studies.,antivirus
1014,Developing Infectious Disease Strategies for the Developing World,H5N1 isolates are resistant to the M2 inhibitors amantadine and rimantadine; these antivirals do not have a role for the treatment or prophylaxis against the strain.,antivirus
1015,Influenza virus and rhinovirus-related otitis media: potential for antiviral intervention,Oral rimantadine treatment did not reduce the otologic manifestations of experimental influenza in adults or natural influenza in children.,antivirus
1016,"Gemcitabine, a broad-spectrum antiviral drug, suppresses enterovirus infections through innate immunity induced by the inhibition of pyrimidine biosynthesis and nucleotide depletion","Gemcitabine, an anti-cancer chemotherapy drug, has additionally shown the antiviral activity against a broad range of viruses and we also have previously reported its synergistic antiviral activity with ribavirin against enteroviruses.",antivirus
1017,A Randomized Clinical Trial Evaluating Metabolism of Colostral and Plasma Derived Immunoglobulin G in Jersey Bull Calves,Fecal IgG concentrations were not different between the 2 groups during the first 48 h (P > .05).,antivirus
1018,Status presens of antiviral drugs and strategies: Part II: RNA VIRUSES (EXCEPT RETROVIRUSES),"HPV, HCV, hemorrhagic fever viruses) remain in need of effective and/or improved antiviral therapies.",antivirus
1019,Status presens of antiviral drugs and strategies: Part II: RNA VIRUSES (EXCEPT RETROVIRUSES),"More than 40 compounds have been formally licensed for clinical use as antiviral drugs, and half of these are used for the treatment of HIV infections.",antivirus
1020,Status Presens of Antiviral Drugs And Strategies: Part I: DNA Viruses and Retroviruses,"HPV, HCV, hemorrhagic fever viruses) remain in need of effective and/or improved antiviral therapies.",antivirus
1021,Status Presens of Antiviral Drugs And Strategies: Part I: DNA Viruses and Retroviruses,"More than 40 compounds have been formally licensed for clinical use as antiviral drugs, and half of these are used for the treatment of HIV infections.",antivirus
1022,Norovirus: Targets and tools in antiviral drug discovery,"Hence, there is an ample need for antiviral treatment and prophylaxis of norovirus infections.",antivirus
1023,Mouse lung slices: An ex vivo model for the evaluation of antiviral and anti-inflammatory agents against influenza viruses,"Antiviral therapy is effective when treatment is initiated within 48h of symptom onset, and delaying treatment beyond this time frame is associated with decreased efficacy.",antivirus
1024,Peptide inhibition of human cytomegalovirus infection,"Peptide 233-263 inhibited infection by 97% and 92% at concentrations of 100 μM and 50 μM, respectively, and 60% at a concentration of 2.5 μM.",antivirus
1025,De Novo Design of α-Helical Lipopeptides Targeting Viral Fusion Proteins: A Promising Strategy for Relatively Broad-Spectrum Antiviral Drug Discovery,"Promisingly, the constructs adopted stable α-helical conformations and exhibited relatively broad-spectrum antiviral activities against Middle East respiratory syndrome coronavirus (MERS-CoV) and influenza A viruses (IAVs).",antivirus
1026,Respiratory syncytial virus (RSV) entry is inhibited by serine protease inhibitor AEBSF when present during an early stage of infection,"Different treatment durations, ranging from 1 h prior to inoculation and continuing for 18 h during the assay, were evaluated.",antivirus
1027,Monoclonal antibodies for prophylactic and therapeutic use against viral infections,Polyclonal antibody preparations are increasingly being replaced by highly potent monoclonal antibodies (mAbs).,antivirus
1028,Monoclonal antibodies for prophylactic and therapeutic use against viral infections,Polyclonal antibody preparations are increasingly being replaced by highly potent monoclonal antibodies (mAbs).,antivirus
1029,Efficacy and safety of the nucleoside analog GS-441524 for treatment of cats with naturally occurring feline infectious peritonitis,"Three of the eight relapsing cats were treated again at the same dosage, while five cats had the dosage increased from 2.0 to 4.0 mg/kg q24h.",antivirus
1030,Efficacy and safety of the nucleoside analog GS-441524 for treatment of cats with naturally occurring feline infectious peritonitis,The optimum dosage was found to be 4.0 mg/kg SC q24h for at least 12 weeks.,antivirus
1031,Efficacy and safety of the nucleoside analog GS-441524 for treatment of cats with naturally occurring feline infectious peritonitis,The group was started on GS-441524 at a dosage of 2.0 mg/kg SC q24h for at least 12 weeks and increased when indicated to 4.0 mg/kg SC q24h.,antivirus
1032,"Molecular and phylogenetic characterization of bovine coronavirus virus isolated from dairy cattle in Central Region, Thailand",BCoV was molecularly detected from bloody diarrheic cattle feces by using nested PCR.,antivirus
1033,Host Cell Entry of Respiratory Syncytial Virus Involves Macropinocytosis Followed by Proteolytic Activation of the F Protein,Rab5 was required for infection.,antivirus
1034,Hepatitis E Virus Replication,"Although a prophylactic vaccine for HEV has been developed, it is only licensed in China, and there is currently no effective, non-teratogenic treatment.",antivirus
1035,7.10 Viruses and Viral Diseases,"More than 40 compounds have been formally licensed for clinical use as antiviral drugs, and half of these are used for the treatment of human immunodeficiency virus (HIV) infections.",antivirus
1036,Host-Directed Antivirals: A Realistic Alternative to Fight Zika Virus,"Currently, no specific antiviral therapy against ZIKV is available, and treatments are palliative and mainly directed toward the relief of symptoms, such as fever and rash, by administering antipyretics, anti-histamines, and fluids for dehydration.",antivirus
1037,A screen of the NIH Clinical Collection small molecule library identifies potential anti-coronavirus drugs,"Furthermore, homoharringtonine and hexachlorophene exhibited broad antiviral activity against diverse species of human and animal coronaviruses.",antivirus
1038,The Adamantane-Derived Bananins Are Potent Inhibitors of the Helicase Activities and Replication of SARS Coronavirus, Bananins are a class of antiviral compounds with a unique structural signature incorporating a trioxa-adamantane moiety covalently bound to a pyridoxal derivative.,antivirus
1039,Recent developments in antiviral agents against enterovirus 71 infection,The continued effort to develop antiviral agents for treatment is crucial in the absence of a vaccine.,antivirus
1040,Mutational analysis of a helicase motif-based RNA 5′-triphosphatase/NTPase from bamboo mosaic virus,"Either activity was inactivated by K643A-S644A, D702A, D730A, R855A, or L543P mutations.",antivirus
1041,Immune Responses to rAAV6: The Influence of Canine Parvovirus Vaccination and Neonatal Administration of Viral Vector,"Mice were vaccinated with rAAV6 at 1 or 5 days of age, and subsequently challenged with rAAV6 exposure during adulthood via two sequential IM injections, 1 month apart.",antivirus
1042,Interactions Between Enteroviruses and the Inflammasome: New Insights Into Viral Pathogenesis,These insights into the relationship between the NLRP3 inflammasome and the pathogenesis of EVs infection may ultimately inform the development of novel antiviral drugs.,antivirus
1043,Interactions Between Enteroviruses and the Inflammasome: New Insights Into Viral Pathogenesis,"Enteroviruses 2B and 3D proteins play an important role in activation of NLRP3 inflammasome, while 3C and 2A play important roles in antagonizing the activation of NLRP3 and the secretion of IL-1β.",interleukin
1044,Inhibition of Hepatitis E Virus Replication by Peptide-Conjugated Morpholino Oligomers,"The antiviral activity observed was specific, dose-responsive and potent, suggesting that further exploration of PPMO HP1 as a potential HEV-specific antiviral agent is warranted.",antivirus
1045,Inhibition of Hepatitis E Virus Replication by Peptide-Conjugated Morpholino Oligomers,"To date, there are no FDA-approved HEV-specific antiviral drugs.",antivirus
1046,Inhibition of Hepatitis E Virus Replication by Peptide-Conjugated Morpholino Oligomers,"In this study, we evaluated antisense peptide-conjugated morpholino oligomers (PPMO) designed against HEV genomic sequences as potential HEV-specific antiviral compounds.",antivirus
1047,Protective Efficacy of Passive Immunization with Monoclonal Antibodies in Animal Models of H5N1 Highly Pathogenic Avian Influenza Virus Infection,"Passive immunization with MAb ch61 one day before or after challenge with a lethal dose of the virus completely protected mice, and partial protection was achieved when mice were treated 3 days after the challenge.",antivirus
1048,"Macrocyclic inhibitors of 3C and 3C-like proteases of picornavirus, norovirus, and coronavirus","The in vitro inhibitory activity (50% effective concentration) of the macrocyclic inhibitor toward enterovirus 3C protease (CVB3 Nancy strain), and coronavirus (SARS-CoV) and norovirus 3C-like proteases, was determined to be 1.8, 15.5 and 5.1μM, respectively.",antivirus
1049,More than efficacy revealed by single-cell analysis of antiviral therapeutics,Single-cell analysis of antiviral candidates not only reveals efficacy but also facilitates clustering of drugs with the same mechanism of action and provides some indication of the ease with which resistance will develop.,antivirus
1050,"Transcriptome Analysis of Human Peripheral Blood Mononuclear Cells Exposed to Lassa Virus and to the Attenuated Mopeia/Lassa Reassortant 29 (ML29), a Vaccine Candidate","A live attenuated reassortant of MOPV and LASV, designated ML29, protects rodents and primates from LASV challenge and appears to be more attenuated than MOPV.",antivirus
