,pid,newpid,category,sent,newscore,answer,keyword,question
576,yf5g53a9,818,drug,"Owing to the lack of efficient and specific treatments and the need to contain the epidemic, drug repurposing appears to be the best tool to find a therapeutic solution.",0.14998959864123151,"lack of efficient and specific treatments and the need to contain the epidemic , drug repurposing appears to be the best tool to find a therapeutic solution",Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
577,9595vm0k,326,drug,"Overall, the validated assays described here can be instrumental for the detection of SARS-CoV-2-specific antibodies for diagnostic, seroepidemiological and vaccine evaluation studies.",0.14998458774012186,sars-cov-2-specific antibodies,TAF,Can TAF treat COVID-19
578,b31ctbat,656,drug,"By performing target-based virtual ligand screening, a total of 21 targets (including two human targets) were screened against compound libraries including ZINC drug database and our own database of natural products.",0.14998165787429898,zinc,halidomide,Can halidomide treat COVID-19
579,3r0nqzgu,1177,drug,"According to the expression profile of ACE2 in colon epithelial cells, we speculate adenoma and colorectal cancer patients are more likely to be infected with 2019-nCoV than healthy people.",0.14998079635431014,2019,sirolimus,Can sirolimus treat COVID-19
580,cszqykpu,680,drug,"In this study, we used our pretrained deep learning-based drug-target interaction model called Molecule Transformer-Drug Target Interaction (MT-DTI) to identify commercially available drugs that could act on viral proteins of 2019-nCoV.",0.1499722456609399,2019-ncov .,TAF,Can TAF treat COVID-19
581,02q9y011,1093,drug,"Although 26% of the amino acids in this SARS-CoV-2 macrodomain differ from those seen in other corona-viruses, the protein retains the ability to bind ADP-ribose, which is an important characteristic of beta coronaviruses, and potential therapeutic target.",0.14996430942062233,potential therapeutic target,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
582,sjyrr2bn,831,drug,The outbreak of COVID-19 is wreaking havoc worldwide due to inadequate risk assessment regarding the urgency of the situation.,0.14996238208468682,inadequate risk assessment,DAS181,Can DAS181 treat COVID-19
583,535lw99y,369,drug,"However, function of a bio-system is often under kinetic, rather than thermodynamic, control.",0.14996213744545794,"function of a bio-system is often under kinetic , rather than thermodynamic , control",Losartan,Can Losartan treat COVID-19
584,h8ahn8fw,1034,drug,It is necessary to further strengthen the monitoring to ensure that it will not cause diseases like Global Outbreak of 2003 SARS.,0.14996069993933142,it is necessary to further strengthen the monitoring to ensure that it will not cause diseases,SARS 3CL protease inhibitors,Can SARS 3CL protease inhibitors treat COVID-19
585,0d77ojnb,870,drug,"Moreover, mucosal epithelia such as that of the respiratory tract are protected by a layer of mucin polysaccharides, which are usually sulfated.",0.14995713139908534,"moreover , mucosal epithelia such as that of the respiratory tract are protected by a layer of mucin polysaccharides , which are usually sulfated .",IDX-184,Can IDX-184 treat COVID-19
586,sjyrr2bn,834,drug,Slowing the spread of the COVID-19 cases will significantly reduce the strain on the healthcare system of the country by limiting the number of people who are severely sick by COVID-19 and need hospital care.,0.1499519988316002,slowing the spread of the covid-19 cases will significantly reduce the strain on the healthcare system of the country by limiting the number of people who are severely sick by covid-19 and need hospital care,TAF,Can TAF treat COVID-19
587,ckay4ufw,227,drug,This implies that as a pandemic as declared by WHO (2020) the COVID-19 coronavirus does not have a curative vaccine yet and precautionary measures are advised through quarantine and observatory procedures.,0.14995160929076015,does not have a curative vaccine yet,velpatasvir,Can velpatasvir treat COVID-19
588,b4joa5tx,583,drug,Both compounds are promising drug leads with clinical potential that merits further studies.,0.14994107405015292,both compounds are promising drug leads with clinical potential that merits further studies,lopinavir/ritonavir,Can lopinavir/ritonavir treat COVID-19
589,yb5kf0u2,40,drug,Methods We first generated codon optimized MERS-S1 subunit vaccines fused with a foldon trimerization domain to mimic the native viral structure.,0.14993666160520674,codon optimized mers-s1 subunit vaccines,AZT,Can AZT treat COVID-19
590,3r0nqzgu,1171,drug,"Since the novel coronavirus has been reported to be capable of endangering thousands of lives, it is extremely important to find out how the coronavirus is transmitted in human organs.",0.14992949246490075,it is extremely important to find out how the coronavirus is transmitted in human organs,Losartan,Can Losartan treat COVID-19
591,647zcjgu,772,drug,"The RBDs from the two viruses share 72% identity in amino acid sequences, and molecular simulation reveals highly similar ternary structures.",0.14992390689647142,the rbds from the two viruses,IDX-184,Can IDX-184 treat COVID-19
592,535lw99y,370,drug,"To address this issue, we constructed a structural model for complex formed between ACE2 and the S-protein from 2019-nCoV, so that the rate of their association can be estimated and compared with the binding of S-protein from SARS-CoV by a multiscale simulation method.",0.14992117283869033,"to address this issue , we constructed a structural model for complex formed between ace2 and the s-protein from 2019-ncov , so that the rate of their association can be estimated and compared with the binding of s-protein from sars-cov by a multiscale simulation method",Levamisole,Can Levamisole treat COVID-19
593,h8ahn8fw,1031,drug,"Therefore, strengthening the monitoring of wild mammals is an urgent measure to prevent similar viruses from infecting humans in the future.",0.14992035484692676,strengthening the monitoring of wild mammals is an urgent measure to prevent similar viruses from infecting humans in the future,Losartan,Can Losartan treat COVID-19
594,m0q7rm6z,805,drug,The vast complexity in drug design and protocols regarding clinical trials often prohibit developing various new drug combinations for this epidemic disease in a limited time.,0.14991678736424402,prohibit developing various new drug combinations,TAF,Can TAF treat COVID-19
595,yqiggzk9,969,drug,The changes of blood routine and biochemical indexes at discharge and admission were compared.,0.14991424927003014,blood routine and biochemical indexes at discharge and admission were compared,TAF,Can TAF treat COVID-19
596,h8ahn8fw,1032,drug,"More than 1,000 confirmed cases have been reported in China.",0.14991097803506742,china,Losartan,Can Losartan treat COVID-19
597,hylue5wq,1148,drug,Potential inhibitors against 2019-nCoV coronavirus M protease from clinically approved medicines,0.14990167671993954,potential inhibitors,Losartan,Can Losartan treat COVID-19
598,a5udnv5f,348,drug,"Although many challenges exist, NAbs still offer a therapeutic option to control the current pandemic and the possible re-emergence of the virus in the future, and their development therefore remains a high priority.",0.14990062143154886,nabs still offer a therapeutic option to control the current pandemic and the possible re-emergence of the virus in the future,Naproxen,Can Naproxen treat COVID-19
599,535lw99y,372,drug,We further integrated this difference of association rate between virus and receptor into a mathematical model which describes the life cycle of virus in host cells and its interplay with the innate immune system.,0.1498837299025991,innate immune system,APN01,Can APN01 treat COVID-19
600,5xyt8d5u,923,drug,"Elder age, high number of comorbidities and more prominent laboratory abnormalities were associated with severe patients.",0.1498797744203037,"elder age , high number of comorbidities and more prominent laboratory abnormalities were associated with severe patients",Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
601,fway438n,18,drug,"Sanofi will build on work on a vaccine against SARS, another coronavirus that circulated in the early 2000s.",0.14987826274712085,vaccine against sars,APN01,Can APN01 treat COVID-19
602,p5ecpcll,733,drug,Conclusion: The clinical characteristics of the novel coronavirus pneumonia in Kunming are different from those in Wuhan.,0.14987350507657649,coronavirus pneumonia,Naproxen,Can Naproxen treat COVID-19
603,5i2dxg8z,905,drug,"It also incorporates a wide range of relevant information including scientific literatures, news, and popular articles for science dissemination, and provides visualization functionalities for genome variation analysis results based on all collected 2019-nCoV strains.",0.14987054604982125,2019-ncov strains,TAF,Can TAF treat COVID-19
604,nlsna66a,849,drug,Strategies against the novel coronavirus: Possible applications of the experimental Ebola drug remdesivir are being tested,0.14986955324674528,possible applications of the experimental ebola drug remdesivir,TAF,Can TAF treat COVID-19
605,8gncbgot,57,drug,Several laboratory protocols for confirmation of suspected 2019-nCoV cases using real-time reverse transcription polymerase chain reaction (RT-PCR) have been published.,0.14986778095976255,2019-ncov cases,Losartan,Can Losartan treat COVID-19
606,rl2qxd03,184,drug,"The goal of this review is to provide a timely overview on efforts to develop a vaccine for the 2019 novel coronavirus SARS-CoV-2, the causative agent of coronavirus disease (COVID-19).",0.14985304695756368,vaccine,APN01,Can APN01 treat COVID-19
607,a6p6ka8w,413,drug,Twitter is a rich medium that can be leveraged to understand public sentiment in real-time and target public health messages based on user interest and emotion.,0.14983831769128292,twitter is a rich medium that can be leveraged to understand public sentiment in real-time and target public health messages,AZT,Can AZT treat COVID-19
608,8o6yjxwe,946,drug,Objective: To analyze the clinical characteristics of cases of novel coronavirus pneumonia and a preliminary study to explore the relationship between different clinical classification and liver damage.,0.14982939147838892,coronavirus pneumonia,Losartan,Can Losartan treat COVID-19
609,vbayngh0,567,drug,"Here, we demonstrate that SARS-CoV-2 uses the SARS-CoV receptor ACE2 for entry and the serine protease TMPRSS2 for S protein priming.",0.1498284828436689,sars-cov-2 uses the sars-cov receptor ace2 for entry and the serine protease tmprss2 for s protein priming .,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
610,xhachzby,548,drug,"A novel coronavirus has been identified as the causative agent of a massive outbreak of atypical pneumonia originating at Wuhan, Hubei province, China.",0.14982704283860052,pneumonia,Naproxen,Can Naproxen treat COVID-19
611,13akn7dm,704,drug,"Conclusions In the process of management of COVID-19 infections, close attention should be paid on both lung and cardiovascular damage, especially on those with only symptoms of cardiovascular diseases.",0.1498222848841369,"in the process of management of covid-19 infections , close attention should be paid on both lung and cardiovascular damage",darunavir,Can darunavir treat COVID-19
612,hicqy5sj,259,drug,This may also provide insights into the evolution of 2019-nCoV because SARS-like coronaviruses are thought to have originated in bats that are known to have a higher body-temperature than humans.,0.14982118316869236,this may also provide insights into the evolution of 2019,Losartan,Can Losartan treat COVID-19
613,c4pcztdc,197,drug,Viruses infect host cells by binding to receptors on thesurface of cells.,0.14981773842257862,viruses infect host cells,Pathogen-specific aAPC,Can Pathogen-specific aAPC treat COVID-19
614,x95h80nq,68,drug,"Therefore, combating this new virus and stopping the epidemic is a matter of urgency.",0.14981578817833016,combating this new virus and stopping the epidemic is a matter of urgency,Naproxen,Can Naproxen treat COVID-19
615,m0q7rm6z,812,drug,The ML based approach for drug discovery as reported here can be a futuristic smart drug designing strategy for community applications.,0.14980511985924316,the ml based approach for drug discovery as reported here can be a futuristic smart drug designing strategy for community applications,Losartan,Can Losartan treat COVID-19
616,z0qzgu5m,592,drug,"However, drug screening using live 2019-nCoV requires high-level biosafety facilities, which imposes an obstacle for those without such facilities or 2019-novel coronavirus (2019-nCoV).",0.14979180916638926,2019-novel coronavirus ( 2019-ncov ) .,Losartan,Can Losartan treat COVID-19
617,190zxwwj,1051,drug,It is recommended that cancer patients receiving anti-tumour treatments should have vigorous screening for COVID-19 infection and should avoid treatments causing immunosuppression or have their dosages decreased in case of COVID-19 co-infection.,0.14979148588005758,it is recommended that cancer patients receiving anti-tumour treatments should have vigorous screening for covid-19 infection,TAF,Can TAF treat COVID-19
618,ejg393zs,289,drug,The novel coronavirus outbreak declared a Public Health Emergency of International Concern on 30 January 2020.,0.1497902249290984,coronavirus outbreak declared a public health emergency of international concern,Losartan,Can Losartan treat COVID-19
619,p5ecpcll,726,drug,Results: (1) The patients with new coronavirus pneumonia in Kunming were mainly of common type.,0.1497651682715887,coronavirus pneumonia,APN01,Can APN01 treat COVID-19
620,fvig79k3,854,drug,"The surface glycoprotein of 2019-nCoV was coincident with the CTD1 region of the S-protein by comparing the I-TASSER prediction model with the actual SARS model, which suggests that 2019-nCoV may bind to the ACE2 receptor through conformational changes.",0.1497618615981786,may bind to the ace2 receptor through conformational changes,APN01,Can APN01 treat COVID-19
621,iy9vjpuh,283,drug,"In order to assess the potential of the Wuhan 2019-nCoV to cause maternal, fetal and neonatal morbidity and other poor obstetrical outcomes, this communication reviews the published data addressing the epidemiological and clinical effects of SARS, MERS, and other coronavirus infections on pregnant women and their infants.",0.14975778499523254,"wuhan 2019-ncov to cause maternal , fetal and neonatal morbidity and other poor obstetrical outcomes",Losartan,Can Losartan treat COVID-19
622,7e8zlt3t,481,drug,An escalating pandemic by the novel SARS-CoV-2 virus is impacting global health and effective therapeutic options are urgently needed.,0.1497533836094449,effective therapeutic options are urgently needed,TAF,Can TAF treat COVID-19
623,b4joa5tx,581,drug,"The X-ray crystal structures of SARS-CoV-2 Mpro in complex with 11a and 11b were determined at 1.5 Å resolution, respectively.",0.14974028781992288,sars-cov-2 mpro,Huaier Granule,Can Huaier Granule treat COVID-19
624,75cotmn2,629,drug,"Knowledge about this growing infection is also increasing although many uncertainties remain, especially in the kidney transplant population.",0.14973797336735326,kidney transplant,Losartan,Can Losartan treat COVID-19
625,xhachzby,552,drug,We further describe 1.95- and 2.20-Å crystal structures of the complex between the enzyme and the most potent alpha-ketoamide optimized this way.,0.1497377001152254,can nitric oxide gas treat covid-19,Nitric Oxide Gas,Can Nitric Oxide Gas treat COVID-19
626,02q9y011,1092,drug,"This study examines one of the most novel proteins encoded by SARS-CoV-2, a macrodomain of nonstructural protein 3 (nsp3).",0.1497355202148874,this study examines one of the most novel proteins encoded by sars-cov-2,APN01,Can APN01 treat COVID-19
627,6y9n69g5,793,drug,The 2019-novel coronavirus (nCoV) is a major source of disaster in the 21(th) century.,0.14971798129144304,coronavirus,lopinavir/ritonavir,Can lopinavir/ritonavir treat COVID-19
628,hi38itc9,1111,drug,The average length of stay for discharged patients was 8 days.,0.14971154084814578,the average length of stay for discharged patients was 8 days,Naproxen,Can Naproxen treat COVID-19
629,nn15iyqd,1076,drug,"Rheumatic disease patients taking immunosuppressive drugs should be recommended to maintain the chronic therapy, prevent infection by avoiding social contacts and pausing immunosuppressants in case of infection.",0.14970102605435345,rheumatic disease patients taking immunosuppressive drugs should be recommended to maintain the chronic therapy,Losartan,Can Losartan treat COVID-19
630,t996fbad,693,drug,All 12 cases of the 2019-nCoV-infected patients developed pneumonia and half of them developed acute respiratory distress syndrome (ARDS).,0.14970038565427707,all 12 cases of the 2019-ncov-infected patients developed pneumonia,Naproxen,Can Naproxen treat COVID-19
631,80m78jh2,81,drug,Both the CTL and HTL MEVs models show a very sytable and very fitting conformational complex formation tendency with the Toll like receptor 3.,0.14969856654977245,toll,Tetrandrine,Can Tetrandrine treat COVID-19
632,c4pcztdc,200,drug,"The pathogen was a new coronavirus, named 2019 NovelCoronavirus (2019-nCoV) by WHO.",0.14969544983640415,2019,TAF,Can TAF treat COVID-19
633,ejg393zs,296,drug,"Incubation period for COVID-19 is between 2-10 days, according to the World Health Organization (WHO).",0.14969469636188001,"incubation period for covid-19 is between 2-10 days , according to the world health organization",Losartan,Can Losartan treat COVID-19
634,ju2en6n0,361,drug,What is the role of rheumatologists in the era of COVID-19?,0.14969346598251915,rheumatologists,ledipasvir,Can ledipasvir treat COVID-19
635,13jupb26,332,drug, This paper concerns study of the genome of the Wuhan Seafood Market isolate believed to represent the causative agent of the disease COVID-19.,0.14968204784564787,study of the genome of the wuhan seafood market isolate believed to represent the causative agent of the disease covid-19,Losartan,Can Losartan treat COVID-19
636,9igk3ke1,392,drug,"While specific treatment is not yet coming soon, individual risk assessment and management strategies are crucial.",0.1496804989668179,while specific treatment is not yet coming soon,Alovudine,Can Alovudine treat COVID-19
637,nxfr24sp,741,drug,"The diagnosis, infection control, and treatment of COVID-19 in hemodialysis patients are discussed in this report, and we conclude with recommendations for how a dialysis facility can respond to COVID-19 based on our experiences.",0.14964855935352514,recommendations for how a dialysis facility can respond to covid-19,TAF,Can TAF treat COVID-19
638,m40kwgcg,1201,drug,50 (51%) patients had chronic diseases.,0.14964853260414154,50 ( 51 % ) patients had chronic diseases,Naproxen,Can Naproxen treat COVID-19
639,gy35gsl2,1052,drug,"Objective In this study we execute a rational screen to identify Chinese medical herbs that are commonly used in treating viral respiratory infections and also contain compounds that might directly inhibit 2019 novel coronavirus (2019-nCoV), an ongoing novel coronavirus that causes pneumonia.",0.14964409310610588,directly inhibit 2019 novel coronavirus,Ruxolitinib,Can Ruxolitinib treat COVID-19
640,t996fbad,692,drug,"Here we report the epidemiological, clinical, laboratory, and radiological characteristics, as well as potential biomarkers for predicting disease severity in 2019-nCoV-infected patients in Shenzhen, China.",0.14964270497440899,"ncov-infected patients in shenzhen , china",Losartan,Can Losartan treat COVID-19
641,wbxtz30s,417,drug,"Accordingly, each case of infertility should be evaluated comprehensively to establish its position of priority.",0.14963721914510975,infertility,Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
642,1qkwsh6a,185,drug,"Coronaviruses are the well-known cause of severe respiratory, enteric and systemic infections in a wide range of hosts including man, mammals, fish, and avian.",0.14963540880489412,coronavirus,Anakinra,Can Anakinra treat COVID-19
643,w84qtud6,894,drug,"In the present in silico study, a library of 22 phytochemicals with antiviral activity obtained from PubChem Database was screened for activity against 6lu7 and 6vsb with the PyRX software.",0.14963142151036254,antiviral activity,efavirenz,Can efavirenz treat COVID-19
644,2uvibr2j,35,drug,"However, to ensure its safety and immunogenic profile, the proposed MEV needs to be experimentally validated.",0.14962764154344174,mev,Losartan,Can Losartan treat COVID-19
645,yb5kf0u2,38,drug,Safe vaccines that rapidly induce potent and long-lasting virus-specific immune responses against these infectious agents are urgently needed.,0.1496222022509576,safe vaccines that rapidly induce potent and long-lasting virus-specific immune responses against these infectious agents are urgently needed,TAF,Can TAF treat COVID-19
646,w84qtud6,893,drug,SARS-CoV-2 spike envelope glycoprotein (S) and main protease (Mpro) are crucial determinants in the virus infectious process and have been recognized as key targets for therapeutics designs.,0.14960984060224328,sars-cov-2 spike envelope glycoprotein ( s ) and main protease ( mpro ) are crucial determinants in the virus infectious process and have been recognized as key targets for therapeutics designs,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
647,7jkzbmsf,782,drug,The epidemic has affected various regions of China in different degrees.,0.1495937099368276,the epidemic has affected various regions of china in different degrees,Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
648,13jupb26,337,drug,This sequence motif and surrounding variations formed the basis for proposing a specific synthetic vaccine epitope and peptidomimetic agent.,0.14959028925543255,synthetic vaccine,Losartan,Can Losartan treat COVID-19
649,13akn7dm,708,drug,It targets human’s lung and causes serious damage of lungs.,0.14958978245639834,it targets human ’ s lung,Nitric Oxide Gas,Can Nitric Oxide Gas treat COVID-19
650,fmumym1x,166,drug,"Based on the NCBI Reference Sequence: NC_045512.2, the conformational and linear B cell epitopes of the surface protein were predicted separately by various prediction methods.",0.14958855678147154,"based on the ncbi reference sequence : nc _ 045512 . 2 , the conformational and linear b cell epitopes of the surface protein were predicted separately by various prediction methods .",ribavirin,Can ribavirin treat COVID-19
651,vbayngh0,566,drug,Unravelling which cellular factors are used by SARS-CoV-2 for entry might provide insights into viral transmission and reveal therapeutic targets.,0.14958497115521266,unravelling which cellular factors are used by sars-cov-2 for entry might provide insights into viral transmission and reveal therapeutic targets,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
652,566pbuic,934,drug,RESULTS: Seventy-eight patients with COVID-19-induced pneumonia met the inclusion criteria and were included in this study.,0.14958379577010167,seventy-eight patients with covid-19-induced pneumonia met the inclusion criteria,TAF,Can TAF treat COVID-19
653,7jkzbmsf,792,drug,This paper summarized the details and practices of drug supply and pharmaceutical services management to provide experience for the people who involving in COVID-19 prevention and contain in other abroad epidemic areas.,0.14958210533791574,prevention and contain in other abroad epidemic areas,Losartan,Can Losartan treat COVID-19
654,13jupb26,339,drug,"Preliminary studies using molecular modeling and docking, and in that context the potential value of certain known herbal extracts, are also described.",0.14957668023209755,potential value of certain known herbal extracts,Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
655,d7n1zy0b,744,drug," Aims A newly emerged Human Coronavirus (HCoV) is reported two months ago in Wuhan, China (COVID-19).",0.14954651547873746,"aims a newly emerged human coronavirus ( hcov ) is reported two months ago in wuhan , china",Losartan,Can Losartan treat COVID-19
656,z0qzgu5m,607,drug,CONCLUSIONS: Our pangolin coronavirus GX_P2V is a workable model for 2019-nCoV research.,0.14952943562284846,our pangolin coronavirus gx _ p2v is a workable model for 2019-ncov research,Losartan,Can Losartan treat COVID-19
657,vxqdfiel,556,drug,"Coronavirus is an enveloped RNA virus, from the genus Betacoronavirus, that is distributed in birds, humans, and other mammals.",0.1495179016141406,coronavirus,Huaier Granule,Can Huaier Granule treat COVID-19
658,h8ahn8fw,1030,drug,"Considering that intermediate hosts are generally mammals [5], they are likely the living mammals sold in the South China seafood market.",0.14951344624494625,mammals,Azithromycin,Can Azithromycin treat COVID-19
659,6lngz7y1,1018,drug,"We analyzed the demographic, epidemiological, clinical, and radiological features from those patients, and compared the difference between NCOVID-19 and NON-NCOVID-19.",0.14949822560822154,compared the difference between ncovid-19 and non-ncovid-19 .,TAF,Can TAF treat COVID-19
660,wbxtz30s,418,drug,Assisted reproductive technology (ART) makes it possible to separate fertilization and pregnancy in time.,0.1494936586940546,assisted reproductive technology ( art ) makes it possible to separate fertilization and pregnancy in time,TAF,Can TAF treat COVID-19
661,6g34qwer,1121,drug,Patients hospitalized in the same period were observed as concurrent control.,0.1494850478906712,patients hospitalized in the same period were observed as concurrent control,Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
662,hicqy5sj,263,drug,The present findings are expected to be helpful for the disease prevention and control as well as drug and vaccine development of 2019-nCoV.,0.14947908701444554,the present findings are expected to be helpful for the disease prevention and control as well as drug and vaccine development,TAF,Can TAF treat COVID-19
663,8gncbgot,55,drug,Supplementary strategies through Google Search and personal communications were used.,0.14947731460595054,supplementary strategies through google search and personal communications were used .,APN01,Can APN01 treat COVID-19
664,y29kct7v,363,drug,There is still no vaccine or definitive treatment for this virus because its pathogenesis and proliferation pathways are still unknown.,0.1494752849995168,there is still no vaccine or definitive treatment,TAF,Can TAF treat COVID-19
665,da61tfr9,825,drug,The efforts of international health authorities have since focused on rapid diagnosis and isolation of patients as well as the search for therapies able to counter the most severe effects of the disease.,0.14947387790912892,counter the most severe effects,Vitamin C,Can Vitamin C treat COVID-19
666,9igk3ke1,391,drug, It is an ugly fact that a significant amount of the world's population will contract SARS-CoV infection with the current spreading.,0.1494725139378559,sars-cov infection,Naproxen,Can Naproxen treat COVID-19
667,2uvibr2j,31,drug,"MEV construct was non-allergenic, antigenic, stable and flexible.",0.14946692085071156,mev construct was non-allergenic,TAF,Can TAF treat COVID-19
668,w84qtud6,896,drug,SwissADMET and Molinspiration Cheminformatics for CLogP (mean range of 0.77-8.72) of the lead compounds showed no correlation observed between lipophilicity and interaction with receptors and all the compounds except for baicalin exhibited drug-like properties based on Lipinski and Veber filter.,0.1494643704211473,exhibited drug-like properties,Budesonide,Can Budesonide treat COVID-19
669,13akn7dm,707,drug,It caused by a novel coronavirus which human being are lack of defensive function in whole population.,0.14946212009600984,coronavirus,halidomide,Can halidomide treat COVID-19
670,xuczplaf,1154,drug,"Special attention and efforts to protect or reduce transmission should be applied in susceptible populations including children, health care providers, and elderly people.",0.14944158009625175,special attention and efforts to protect or reduce transmission should be applied in susceptible populations,Losartan,Can Losartan treat COVID-19
671,hicqy5sj,252,drug,"With the continuous development of the epidemic, it has become a national public health crisis and calls for urgent antiviral treatments or vaccines.",0.14943835788357013,antiviral treatments,TAF,Can TAF treat COVID-19
672,80m78jh2,79,drug,The codon-optimized cDNA of both the MEVs were further analyzed for their potential of high level of expression in Human cell line.,0.14943664313489036,potential of high level of expression in human cell line,TAF,Can TAF treat COVID-19
673,1qniriu0,589,drug,"Here, we report a family of potential 2019-nCoV drugs generated by a machine intelligence-based generative network complex (GNC).",0.14942146072202014,potential 2019-ncov drugs,Losartan,Can Losartan treat COVID-19
674,hicqy5sj,256,drug,"In this study, we have extensively studied the RBD-ACE2 complex, spike protein, and free RBD systems of 2019-nCoV and SARS-CoV using protein-protein docking and molecular dynamics (MD) simulations.",0.14941826229271332,sars-cov,Vitamin C,Can Vitamin C treat COVID-19
675,xuczplaf,1151,drug,"Based on the large number of infected people that were exposed to the wet animal market in Wuhan City, China, it is suggested that this is likely the zoonotic origin of COVID-19.",0.14940800634127688,zoonotic origin of covid-19,halidomide,Can halidomide treat COVID-19
676,6lngz7y1,1027,drug,Liver function damage is more frequent in NCOVID-19 than NON-NCOVID-19 patients.,0.14939565163741275,liver function damage is more frequent in ncovid-19 than non-ncovid-19 patients,Naproxen,Can Naproxen treat COVID-19
677,b4joa5tx,582,drug,"The crystal structures showed that 11a and 11b are irreversible, the aldehyde groups of which are bound covalently to Cys145 of Mpro.",0.14939377629960354,can nitric oxide gas treat covid-19,Nitric Oxide Gas,Can Nitric Oxide Gas treat COVID-19
678,hicqy5sj,251,drug,"Since December, 2019, an outbreak of pneumonia caused by the new coronavirus (2019-nCoV) has hit the city of Wuhan in the Hubei Province.",0.14939337942793612,pneumonia,Naproxen,Can Naproxen treat COVID-19
679,ljli6a2z,350,drug,Traditional sequence alignment methods are not suitable and there is a need for fast alignment-free techniques for sequence analysis.,0.14937667121787715,traditional sequence alignment methods are not suitable,Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
680,rziv5342,207,drug,This editorial evaluates risk management based on the Global Health Security (GHS) Index of global health security capabilities in 195 countries.,0.14934232661468527,global health security,APN01,Can APN01 treat COVID-19
681,yk9u4fvp,161,drug,Risk perception was low (median score of 5 out of 10) with the respondents trusting health professionals and health officials for information on COVID-19.,0.14933608267454074,respondents trusting health professionals and health officials for information on covid-19,Losartan,Can Losartan treat COVID-19
682,nxfr24sp,737,drug,Coronavirus disease 2019 (COVID-19) is a highly infective disease caused by the severe acute respiratory syndrome coronavirus 2 virus (SARS-CoV-2).,0.1493360119154066,coronavirus disease 2019,Losartan,Can Losartan treat COVID-19
683,xhachzby,550,drug,We determined the crystal structure of the unliganded Mpro at 1.75 Å resolution and used this structure to guide optimization of a series of alpha-ketoamide inhibitors.,0.14933089474317868,alpha-ketoamide inhibitors,APN01,Can APN01 treat COVID-19
684,73a7uvyz,379,drug,There are some similarities and differences in the epidemiology and clinical features between these two viruses and diseases that are caused by these viruses.,0.1493286076099947,viruses,halidomide,Can halidomide treat COVID-19
685,6y9n69g5,797,drug,"The search identified seven major targets (spike protein, envelop protein, membrane protein, protease, nucleocapsid protein, hemagglutinin esterase, and helicase) for which drug design can be considered.",0.14932290323214514,drug design,Losartan,Can Losartan treat COVID-19
686,3r0nqzgu,1178,drug,Our data may provide a theoretical basis for the classification and management of future 2019-nCoV susceptibility people in clinical application.,0.14931728088049678,our data may provide a theoretical basis for the classification and management of future 2019-ncov susceptibility people in clinical application,Losartan,Can Losartan treat COVID-19
687,3r0nqzgu,1174,drug,"Here, to more precisely explore the potential pathogen transmission route of the 2019-nCoV infections in the gastrointestinal tract, we analyzed the ACE2 RNA expression profile in the colon tissue of healthy adults and colorectal cancer patients of our cohort and other databases.",0.14930808015843738,2019,sirolimus,Can sirolimus treat COVID-19
688,0lyxvex0,518,drug,"More than 80 % of the people were preoccupied with the thoughts of COVID-19 and 72 % reported the need to use gloves, and sanitizers.",0.14930763438537165,"more than 80 % of the people were preoccupied with the thoughts of covid-19 and 72 % reported the need to use gloves , and sanitizers",Losartan,Can Losartan treat COVID-19
689,rxrlbw60,91,drug,The first patients began experiencing symptoms of illness in mid-December 2019.,0.1493059869087999,the first patients began experiencing symptoms of illness in mid-december 2019,Naproxen,Can Naproxen treat COVID-19
690,b31ctbat,660,drug,"This study will provide new lead compounds and targets for further in vitro and in vivo studies of SARS-CoV-2, new insights for those drugs currently ongoing clinical studies, and also possible new strategies for drug repositioning to treat SARS-CoV-2 infections.",0.1493038674358328,sars-cov-2 infections,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
691,rxrlbw60,96,drug,"Domestically in China, the virus has also been noted in several cities and provinces with cases in all but one provinence.",0.1492989000285253,"domestically in china , the virus has also been noted in several cities and provinces with cases in all but one provinence",Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
692,2m6ks6nd,153,drug,"With evidence of nosocomial spread, a number of diligent measures are being employed to constrain its propagation.",0.14928462711151827,diligent measures are being employed to constrain its propagation,Vitamin D,Can Vitamin D treat COVID-19
